employee_id,name,department,job_role,matched_skills,missing_skills,total_required_skills,total_matched_skills,missing_skills_count,skill_gap_percentage,readiness_score
457913,Ela Bail,Finance,Auditor,Compliance; Excel; Internal Auditing,Financial Analysis; Forensic Accounting; Risk Assessment,6,3,3,50.0,50.0
458013,Saira Verma,Sales,Account Manager,Account Planning; Contract Negotiation; Crm (Salesforce),Client Retention; Upselling,5,3,2,40.0,60.0
458278,Arnav Suri,IT,Cybersecurity Specialist,Cryptography; Incident Response; Penetration Testing; Python; Siem,Network Security,6,5,1,16.67,83.33
458987,Divyansh Sachdeva,Sales,Account Manager,Account Planning; Client Retention; Crm (Salesforce),Contract Negotiation; Upselling,5,3,2,40.0,60.0
459232,Sana Sura,Marketing,Marketing Executive,Campaign Management; Content Marketing; Google Analytics; Seo,Digital Marketing,5,4,1,20.0,80.0
459243,Sana Dugar,HR,Employee Relations,Employment Law; Hr Policies; Investigation,Conflict Resolution; Mediation,5,3,2,40.0,60.0
459649,Akarsh Iyengar,Marketing,Content Strategist,Content Auditing; Copywriting; Information Architecture; Seo,User Research,5,4,1,20.0,80.0
459765,Adira Ravel,Finance,Auditor,Compliance; Financial Analysis; Forensic Accounting; Internal Auditing; Risk Assessment,Excel,6,5,1,16.67,83.33
460339,Nakul Mammen,HR,HR Manager,Employee Relations; Hris; Labor Law; Talent Acquisition,Leadership; Performance Management,6,4,2,33.33,66.67
460624,Priyansh Dua,Finance,Financial Analyst,Excel; Forecasting; Power Bi; Valuation,Financial Modeling; Sql,6,4,2,33.33,66.67
460684,Aaryahi Wadhwa,Finance,Accountant,Auditing; Erp Systems; Excel,Financial Accounting; Quickbooks; Tax Compliance,6,3,3,50.0,50.0
460858,Dishani Bhandari,Marketing,SEO Specialist,Backlink Strategy; Content Optimization,Google Analytics; Html / Css Basics; On-Page Seo,5,2,3,60.0,40.0
460968,Sahil Goel,Sales,Account Manager,Account Planning; Client Retention; Crm (Salesforce); Upselling,Contract Negotiation,5,4,1,20.0,80.0
461060,Anay Sethi,Marketing,Marketing Executive,Campaign Management; Content Marketing; Digital Marketing; Seo,Google Analytics,5,4,1,20.0,80.0
461348,Ivana Edwin,IT,Data Analyst,Excel; Power Bi; Python; Sql; Statistical Analysis,Tableau,6,5,1,16.67,83.33
461477,Miraya Reddy,Marketing,Marketing Executive,Campaign Management; Google Analytics; Seo,Content Marketing; Digital Marketing,5,3,2,40.0,60.0
461648,Vidur Dugar,IT,Data Analyst,Power Bi; Python; Sql; Statistical Analysis; Tableau,Excel,6,5,1,16.67,83.33
461843,Shlok Bhasin,IT,Data Analyst,Power Bi; Python; Sql; Statistical Analysis; Tableau,Excel,6,5,1,16.67,83.33
461876,Parinaaz Dutta,IT,Data Analyst,Python; Sql; Tableau,Excel; Power Bi; Statistical Analysis,6,3,3,50.0,50.0
462042,Rasha Kapoor,Finance,Accountant,Erp Systems; Excel; Financial Accounting; Quickbooks,Auditing; Tax Compliance,6,4,2,33.33,66.67
462162,Nakul Lalla,Finance,Accountant,Auditing; Erp Systems; Excel; Quickbooks,Financial Accounting; Tax Compliance,6,4,2,33.33,66.67
462417,Hiran Mahajan,IT,Software Engineer,Data Structures; Docker; Git; Java; Kubernetes; Python,Ci/Cd,7,6,1,14.29,85.71
462642,Mahika Lata,IT,Data Analyst,Excel; Power Bi; Python; Sql; Tableau,Statistical Analysis,6,5,1,16.67,83.33
462834,Hazel Bera,HR,Employee Relations,Employment Law; Hr Policies; Investigation; Mediation,Conflict Resolution,5,4,1,20.0,80.0
462961,Indrajit Ramanathan,Sales,Account Manager,Account Planning; Crm (Salesforce); Upselling,Client Retention; Contract Negotiation,5,3,2,40.0,60.0
462986,Anya Buch,Marketing,SEO Specialist,Content Optimization; Google Analytics; Html / Css Basics,Backlink Strategy; On-Page Seo,5,3,2,40.0,60.0
463295,Himmat Ramachandran,Marketing,Marketing Executive,Campaign Management; Digital Marketing; Google Analytics; Seo,Content Marketing,5,4,1,20.0,80.0
463794,Rasha Kothari,Sales,Business Development,Market Research; Partnership Development; Strategic Pitching,Crm; Pipeline Management,5,3,2,40.0,60.0
464246,Armaan Ahuja,Sales,Sales Executive,B2B Sales; Communication; Lead Generation; Negotiation,Contract Closing; Crm,6,4,2,33.33,66.67
464263,Shanaya Date,IT,Software Engineer,Ci/Cd; Data Structures; Docker; Git; Java; Kubernetes,Python,7,6,1,14.29,85.71
464437,Inaaya  Dave,Finance,Auditor,Compliance; Excel; Financial Analysis; Forensic Accounting; Internal Auditing,Risk Assessment,6,5,1,16.67,83.33
464576,Seher Kala,Finance,Auditor,Excel; Financial Analysis; Forensic Accounting; Risk Assessment,Compliance; Internal Auditing,6,4,2,33.33,66.67
464841,Rohan Arora,HR,Employee Relations,Hr Policies; Investigation; Mediation,Conflict Resolution; Employment Law,5,3,2,40.0,60.0
465158,Indrans Sehgal,Finance,Auditor,Compliance; Financial Analysis; Internal Auditing; Risk Assessment,Excel; Forensic Accounting,6,4,2,33.33,66.67
465476,Onkar Garde,IT,Cybersecurity Specialist,Penetration Testing; Python; Siem,Cryptography; Incident Response; Network Security,6,3,3,50.0,50.0
465527,Yasmin Dada,HR,Recruitment Specialist,Employer Branding; Interviewing; Salary Negotiation; Technical Sourcing,Ats,5,4,1,20.0,80.0
466133,Zara Bumb,Finance,Accountant,Auditing; Erp Systems; Excel; Quickbooks; Tax Compliance,Financial Accounting,6,5,1,16.67,83.33
466224,Mehul Boase,Finance,Financial Analyst,Excel; Forecasting; Power Bi; Sql,Financial Modeling; Valuation,6,4,2,33.33,66.67
466311,Rasha Sanghvi,HR,HR Manager,Employee Relations; Leadership; Performance Management,Hris; Labor Law; Talent Acquisition,6,3,3,50.0,50.0
466374,Raghav Chaudhari,Finance,Financial Analyst,Excel; Sql; Valuation,Financial Modeling; Forecasting; Power Bi,6,3,3,50.0,50.0
466622,Vedika Lall,Marketing,Marketing Executive,Content Marketing; Digital Marketing; Google Analytics; Seo,Campaign Management,5,4,1,20.0,80.0
467028,Anika Hegde,IT,Data Analyst,Power Bi; Python; Sql; Statistical Analysis,Excel; Tableau,6,4,2,33.33,66.67
467053,Anay Sankaran,Sales,Account Manager,Account Planning; Crm (Salesforce); Upselling,Client Retention; Contract Negotiation,5,3,2,40.0,60.0
467161,Neelofar Bali,Finance,Auditor,Compliance; Financial Analysis; Internal Auditing; Risk Assessment,Excel; Forensic Accounting,6,4,2,33.33,66.67
467268,Suhana Varughese,Marketing,SEO Specialist,Content Optimization; Google Analytics; Html / Css Basics,Backlink Strategy; On-Page Seo,5,3,2,40.0,60.0
467412,Gatik Salvi,IT,Data Analyst,Power Bi; Sql; Statistical Analysis; Tableau,Excel; Python,6,4,2,33.33,66.67
467489,Biju Iyengar,HR,HR Manager,Employee Relations; Hris; Labor Law; Leadership; Performance Management,Talent Acquisition,6,5,1,16.67,83.33
467569,Rati Seshadri,Marketing,Content Strategist,Content Auditing; Copywriting,Information Architecture; Seo; User Research,5,2,3,60.0,40.0
467576,Sumer Shenoy,Marketing,Marketing Executive,Campaign Management; Content Marketing; Seo,Digital Marketing; Google Analytics,5,3,2,40.0,60.0
467771,Mahika Hayre,IT,Cybersecurity Specialist,Cryptography; Incident Response; Network Security; Python; Siem,Penetration Testing,6,5,1,16.67,83.33
468216,Zeeshan Shankar,Sales,Business Development,Market Research; Partnership Development; Strategic Pitching,Crm; Pipeline Management,5,3,2,40.0,60.0
468292,Piya Basak,IT,Cybersecurity Specialist,Incident Response; Penetration Testing; Python; Siem,Cryptography; Network Security,6,4,2,33.33,66.67
468320,Mishti Tiwari,IT,Data Analyst,Excel; Python; Sql; Statistical Analysis; Tableau,Power Bi,6,5,1,16.67,83.33
468358,Nirvaan Sethi,HR,Recruitment Specialist,Interviewing; Salary Negotiation; Technical Sourcing,Ats; Employer Branding,5,3,2,40.0,60.0
468678,Ishaan Sankaran,IT,Software Engineer,Ci/Cd; Data Structures; Docker; Git; Kubernetes; Python,Java,7,6,1,14.29,85.71
469127,Advik Mangal,HR,HR Manager,Employee Relations; Leadership; Talent Acquisition,Hris; Labor Law; Performance Management,6,3,3,50.0,50.0
469514,Ela Setty,Sales,Account Manager,Account Planning; Client Retention; Contract Negotiation; Crm (Salesforce),Upselling,5,4,1,20.0,80.0
469894,Damini Sachar,Finance,Accountant,Auditing; Excel; Financial Accounting; Quickbooks; Tax Compliance,Erp Systems,6,5,1,16.67,83.33
469954,Ehsaan Bakshi,HR,Recruitment Specialist,Ats; Employer Branding; Interviewing; Salary Negotiation,Technical Sourcing,5,4,1,20.0,80.0
470019,Hansh Khanna,HR,Recruitment Specialist,Ats; Employer Branding; Interviewing; Technical Sourcing,Salary Negotiation,5,4,1,20.0,80.0
470545,Jayesh Lala,IT,Cybersecurity Specialist,Network Security; Penetration Testing; Python,Cryptography; Incident Response; Siem,6,3,3,50.0,50.0
470652,Ahana  Loyal,HR,HR Manager,Hris; Labor Law; Performance Management; Talent Acquisition,Employee Relations; Leadership,6,4,2,33.33,66.67
471042,Yashvi D’Alia,Marketing,Marketing Executive,Content Marketing; Digital Marketing; Google Analytics,Campaign Management; Seo,5,3,2,40.0,60.0
471062,Inaaya  Viswanathan,IT,Cybersecurity Specialist,Cryptography; Network Security; Penetration Testing; Python; Siem,Incident Response,6,5,1,16.67,83.33
471162,Vidur Vasa,Finance,Financial Analyst,Forecasting; Power Bi; Sql,Excel; Financial Modeling; Valuation,6,3,3,50.0,50.0
471393,Divyansh Roy,IT,Cybersecurity Specialist,Cryptography; Incident Response; Network Security; Penetration Testing; Python,Siem,6,5,1,16.67,83.33
471416,Fateh Khanna,Finance,Auditor,Financial Analysis; Internal Auditing; Risk Assessment,Compliance; Excel; Forensic Accounting,6,3,3,50.0,50.0
471658,Seher Bhatnagar,Sales,Sales Executive,Communication; Contract Closing; Lead Generation; Negotiation,B2B Sales; Crm,6,4,2,33.33,66.67
471878,Advik Walla,Marketing,SEO Specialist,Backlink Strategy; Google Analytics; Html / Css Basics; On-Page Seo,Content Optimization,5,4,1,20.0,80.0
471920,Neelofar Mangal,HR,HR Manager,Employee Relations; Labor Law; Leadership; Performance Management; Talent Acquisition,Hris,6,5,1,16.67,83.33
472068,Zain Sandhu,IT,Cybersecurity Specialist,Cryptography; Incident Response; Network Security; Python; Siem,Penetration Testing,6,5,1,16.67,83.33
472083,Saanvi Bora,IT,Software Engineer,Data Structures; Docker; Git; Kubernetes; Python,Ci/Cd; Java,7,5,2,28.57,71.43
472499,Charvi Sekhon,Finance,Financial Analyst,Power Bi; Sql; Valuation,Excel; Financial Modeling; Forecasting,6,3,3,50.0,50.0
472501,Ishaan Deshmukh,Sales,Business Development,Crm; Market Research; Partnership Development,Pipeline Management; Strategic Pitching,5,3,2,40.0,60.0
472554,Kiara Bhatnagar,IT,Data Analyst,Excel; Power Bi; Sql; Statistical Analysis,Python; Tableau,6,4,2,33.33,66.67
472565,Ahana  Bains,HR,HR Manager,Employee Relations; Hris; Performance Management,Labor Law; Leadership; Talent Acquisition,6,3,3,50.0,50.0
472796,Sahil Sunder,Marketing,Marketing Executive,Content Marketing; Google Analytics; Seo,Campaign Management; Digital Marketing,5,3,2,40.0,60.0
472977,Jhanvi Hayre,Sales,Sales Executive,B2B Sales; Communication; Contract Closing; Lead Generation; Negotiation,Crm,6,5,1,16.67,83.33
473298,Vritika Vasa,Finance,Accountant,Erp Systems; Excel; Quickbooks; Tax Compliance,Auditing; Financial Accounting,6,4,2,33.33,66.67
473464,Shanaya Rao,Sales,Sales Executive,B2B Sales; Contract Closing; Crm; Lead Generation,Communication; Negotiation,6,4,2,33.33,66.67
473877,Lagan Sant,IT,Cybersecurity Specialist,Network Security; Penetration Testing; Python; Siem,Cryptography; Incident Response,6,4,2,33.33,66.67
474033,Dhanuk Mahal,Finance,Auditor,Compliance; Financial Analysis; Internal Auditing; Risk Assessment,Excel; Forensic Accounting,6,4,2,33.33,66.67
474256,Ishita Walla,Marketing,Content Strategist,Content Auditing; Copywriting; Information Architecture,Seo; User Research,5,3,2,40.0,60.0
474625,Kismat Reddy,HR,Employee Relations,Conflict Resolution; Employment Law; Hr Policies; Investigation,Mediation,5,4,1,20.0,80.0
474721,Sara Dass,HR,Recruitment Specialist,Ats; Employer Branding; Interviewing,Salary Negotiation; Technical Sourcing,5,3,2,40.0,60.0
474749,Seher Hora,IT,Data Analyst,Excel; Power Bi; Python; Sql; Tableau,Statistical Analysis,6,5,1,16.67,83.33
474974,Ira Das,Sales,Business Development,Crm; Market Research; Partnership Development,Pipeline Management; Strategic Pitching,5,3,2,40.0,60.0
475371,Jhanvi Goswami,Finance,Auditor,Compliance; Financial Analysis; Internal Auditing,Excel; Forensic Accounting; Risk Assessment,6,3,3,50.0,50.0
475929,Hrishita Hans,Finance,Accountant,Auditing; Erp Systems; Excel; Quickbooks; Tax Compliance,Financial Accounting,6,5,1,16.67,83.33
476049,Neysa Thakur,Sales,Account Manager,Account Planning; Contract Negotiation; Crm (Salesforce),Client Retention; Upselling,5,3,2,40.0,60.0
476084,Rasha Sarkar,Marketing,SEO Specialist,Backlink Strategy; Content Optimization; Html / Css Basics,Google Analytics; On-Page Seo,5,3,2,40.0,60.0
476370,Vanya Tella,HR,Employee Relations,Conflict Resolution; Employment Law; Hr Policies,Investigation; Mediation,5,3,2,40.0,60.0
476552,Trisha Hari,Marketing,SEO Specialist,Backlink Strategy; Content Optimization; Google Analytics; On-Page Seo,Html / Css Basics,5,4,1,20.0,80.0
476904,Zain Bora,IT,Data Analyst,Excel; Python; Statistical Analysis; Tableau,Power Bi; Sql,6,4,2,33.33,66.67
476946,Aayush Johal,HR,HR Manager,Employee Relations; Hris; Labor Law; Performance Management; Talent Acquisition,Leadership,6,5,1,16.67,83.33
477031,Aaryahi Vala,Finance,Accountant,Auditing; Excel; Financial Accounting; Quickbooks,Erp Systems; Tax Compliance,6,4,2,33.33,66.67
478193,Damini Saran,HR,Recruitment Specialist,Ats; Employer Branding; Interviewing; Salary Negotiation,Technical Sourcing,5,4,1,20.0,80.0
478328,Adah Kari,Marketing,Marketing Executive,Campaign Management; Content Marketing; Digital Marketing; Google Analytics,Seo,5,4,1,20.0,80.0
478395,Indrajit Anne,HR,Recruitment Specialist,Employer Branding; Interviewing; Salary Negotiation,Ats; Technical Sourcing,5,3,2,40.0,60.0
478531,Saanvi Subramanian,Marketing,Content Strategist,Content Auditing; Copywriting; Seo; User Research,Information Architecture,5,4,1,20.0,80.0
478699,Anahita Ratti,Marketing,SEO Specialist,Google Analytics; On-Page Seo,Backlink Strategy; Content Optimization; Html / Css Basics,5,2,3,60.0,40.0
478721,Zaina Kaul,Sales,Business Development,Crm; Partnership Development; Pipeline Management; Strategic Pitching,Market Research,5,4,1,20.0,80.0
478792,Shaan Ray,Sales,Sales Executive,B2B Sales; Communication; Lead Generation,Contract Closing; Crm; Negotiation,6,3,3,50.0,50.0
479099,Yuvaan Sankar,Finance,Auditor,Excel; Forensic Accounting; Internal Auditing; Risk Assessment,Compliance; Financial Analysis,6,4,2,33.33,66.67
479240,Adah Khare,Finance,Accountant,Erp Systems; Excel; Financial Accounting; Tax Compliance,Auditing; Quickbooks,6,4,2,33.33,66.67
479628,Ira Mander,Finance,Auditor,Financial Analysis; Internal Auditing; Risk Assessment,Compliance; Excel; Forensic Accounting,6,3,3,50.0,50.0
479739,Hridaan Sengupta,Finance,Auditor,Compliance; Excel; Financial Analysis; Forensic Accounting; Internal Auditing,Risk Assessment,6,5,1,16.67,83.33
479925,Sara Lala,Sales,Business Development,Crm; Market Research; Partnership Development; Pipeline Management,Strategic Pitching,5,4,1,20.0,80.0
480186,Aarna Chana,Finance,Financial Analyst,Excel; Financial Modeling; Forecasting; Power Bi; Sql,Valuation,6,5,1,16.67,83.33
480394,Sara Vala,HR,Employee Relations,Conflict Resolution; Employment Law; Investigation; Mediation,Hr Policies,5,4,1,20.0,80.0
480631,Nehmat Anand,IT,Cybersecurity Specialist,Cryptography; Network Security; Python,Incident Response; Penetration Testing; Siem,6,3,3,50.0,50.0
480908,Khushi Rau,Marketing,SEO Specialist,Google Analytics; On-Page Seo,Backlink Strategy; Content Optimization; Html / Css Basics,5,2,3,60.0,40.0
481326,Umang Sura,Finance,Auditor,Compliance; Forensic Accounting; Internal Auditing; Risk Assessment,Excel; Financial Analysis,6,4,2,33.33,66.67
481367,Shayak Bir,Marketing,Content Strategist,Copywriting; Information Architecture; Seo; User Research,Content Auditing,5,4,1,20.0,80.0
481395,Renee Sachar,Finance,Accountant,Auditing; Excel; Quickbooks; Tax Compliance,Erp Systems; Financial Accounting,6,4,2,33.33,66.67
481431,Oorja Dar,Sales,Sales Executive,Contract Closing; Crm; Lead Generation; Negotiation,B2B Sales; Communication,6,4,2,33.33,66.67
481514,Kartik Soni,Marketing,Marketing Executive,Content Marketing; Digital Marketing; Google Analytics; Seo,Campaign Management,5,4,1,20.0,80.0
481589,Hridaan Bumb,Sales,Business Development,Crm; Market Research; Partnership Development; Pipeline Management,Strategic Pitching,5,4,1,20.0,80.0
481729,Onkar Atwal,Marketing,Content Strategist,Content Auditing; Information Architecture,Copywriting; Seo; User Research,5,2,3,60.0,40.0
481783,Vedika Dewan,Marketing,Content Strategist,Content Auditing; Copywriting; Information Architecture; User Research,Seo,5,4,1,20.0,80.0
481807,Myra Kaul,IT,Software Engineer,Ci/Cd; Docker; Git; Python,Data Structures; Java; Kubernetes,7,4,3,42.86,57.14
481877,Azad Sarma,IT,Cybersecurity Specialist,Cryptography; Incident Response; Network Security; Python; Siem,Penetration Testing,6,5,1,16.67,83.33
482010,Adah Tandon,Finance,Accountant,Auditing; Erp Systems; Excel; Quickbooks; Tax Compliance,Financial Accounting,6,5,1,16.67,83.33
482056,Aarna Mani,IT,Cybersecurity Specialist,Cryptography; Incident Response; Network Security; Penetration Testing; Python,Siem,6,5,1,16.67,83.33
482185,Aaina Krishnamurthy,HR,HR Manager,Employee Relations; Performance Management; Talent Acquisition,Hris; Labor Law; Leadership,6,3,3,50.0,50.0
482410,Hansh Rattan,Marketing,SEO Specialist,Backlink Strategy; Google Analytics; Html / Css Basics,Content Optimization; On-Page Seo,5,3,2,40.0,60.0
482548,Seher Choudhary,Finance,Auditor,Compliance; Excel; Financial Analysis; Forensic Accounting; Risk Assessment,Internal Auditing,6,5,1,16.67,83.33
482829,Yuvraj  Dewan,HR,Recruitment Specialist,Ats; Employer Branding; Interviewing; Salary Negotiation,Technical Sourcing,5,4,1,20.0,80.0
482871,Yuvaan Bir,HR,HR Manager,Hris; Labor Law; Leadership; Talent Acquisition,Employee Relations; Performance Management,6,4,2,33.33,66.67
482889,Shray Chana,Marketing,SEO Specialist,Content Optimization; Google Analytics; Html / Css Basics; On-Page Seo,Backlink Strategy,5,4,1,20.0,80.0
482918,Jayesh Borah,HR,HR Manager,Employee Relations; Performance Management; Talent Acquisition,Hris; Labor Law; Leadership,6,3,3,50.0,50.0
482970,Yasmin Sodhi,IT,Data Analyst,Excel; Power Bi; Python; Tableau,Sql; Statistical Analysis,6,4,2,33.33,66.67
